millis/1000,sens0,sens1,sens2,sens3,sens4
99,0,752,142,123,75
100,0,751,142,123,75
101,0,758,142,122,74
102,0,755,142,123,75
103,0,755,142,123,74
104,0,753,142,123,75
105,0,752,142,123,75
106,0,751,142,123,75
107,0,303,142,122,74
108,0,292,142,123,75
109,0,288,141,123,75
110,0,750,142,124,75
111,0,750,142,124,75
112,0,750,142,123,74
113,0,751,142,124,75
114,0,752,142,124,74
115,0,755,142,124,75
116,0,751,142,123,74
117,0,750,142,124,75
118,0,750,142,124,75
119,0,752,142,124,75
120,0,753,142,125,75
121,0,755,142,125,74
122,0,755,142,125,75
123,0,751,142,125,74
124,0,753,142,123,74
125,0,751,142,125,75
126,0,755,142,125,75
127,0,760,142,125,75
128,0,770,141,125,74
129,0,214,142,124,75
130,0,29,142,125,74
131,0,14,141,124,74
132,0,8,142,126,75
133,0,7,142,125,74
134,0,4,142,125,75
135,0,5,142,125,75
136,0,3,142,125,75
137,0,2,142,125,75
138,0,2,142,125,74
139,0,0,141,124,74
140,0,1,142,125,75
141,0,0,142,125,75
142,0,0,142,125,74
143,0,0,142,125,75
144,0,0,142,125,75
145,0,0,141,125,75
146,0,1,141,125,74
147,0,0,141,125,75
148,0,0,141,125,75
149,0,0,141,123,74
150,0,0,141,124,75
151,0,0,141,124,77
152,0,0,141,124,75
153,0,0,141,124,75
154,0,0,141,124,74
155,0,0,141,123,74
156,0,772,141,124,75
157,0,758,141,124,75
158,0,754,141,124,75
159,0,754,141,124,75
160,0,753,141,124,75
161,0,754,141,124,75
162,0,756,141,124,75
163,0,753,142,124,75
164,0,750,142,122,74
165,0,751,142,124,75
166,0,753,141,124,75
167,0,755,141,124,75
168,0,713,142,124,75
169,0,682,141,124,75
170,0,734,141,124,75
171,0,751,141,123,75
172,0,740,142,125,75
173,0,842,142,125,75
174,0,843,142,125,75
175,0,843,142,125,75
176,0,844,142,125,75
177,0,853,142,125,75
178,0,58,141,125,75
179,0,21,141,125,74
180,0,12,141,124,74
181,0,8,141,125,74
182,0,5,141,126,75
183,0,4,141,125,74
184,0,847,142,125,75
185,0,839,142,125,75
186,0,840,141,125,75
187,0,836,142,124,74
188,0,835,141,125,74
189,0,838,142,126,75
190,0,837,141,125,75
191,0,834,141,125,74
192,0,828,141,126,75
193,0,838,141,126,75
194,0,835,141,126,75
195,0,830,142,126,74
196,0,834,142,126,75
197,0,841,141,125,74
198,0,841,141,126,75
199,0,836,142,126,75
200,0,835,142,126,75
201,0,840,142,127,75
202,0,841,141,127,75
203,0,848,141,125,74
204,0,847,142,127,74
205,0,845,141,127,75
206,0,840,142,127,75
207,0,839,142,127,75
208,0,841,142,127,75
209,0,843,141,127,74
210,0,844,142,127,74
211,0,841,141,127,75
212,0,840,142,126,73
213,0,841,142,127,75
214,0,845,142,127,75
215,0,854,141,127,75
216,0,105,141,127,75
217,0,25,141,127,74
218,0,13,141,127,74
219,0,9,141,127,74
220,0,6,141,126,74
221,0,850,142,127,75
222,0,831,142,128,74
223,0,830,142,128,75
224,0,845,142,128,74
225,0,228,141,127,75
226,0,29,141,128,74
227,0,14,141,128,75
228,0,9,141,126,74
229,0,6,141,128,75
230,0,4,141,128,74
231,0,3,141,128,74
232,0,2,141,127,74
233,0,1,141,128,74
234,0,1,141,127,74
235,0,0,141,126,74
236,0,0,142,127,74
237,0,0,141,127,75
238,0,0,141,128,73
239,0,0,141,127,75
240,0,0,141,127,74
241,0,0,141,127,74
242,0,0,141,127,74
243,0,0,141,127,75
244,0,0,141,127,74
245,0,0,141,125,74
246,0,0,141,127,74
247,0,0,141,127,74
248,0,0,141,127,74
249,0,0,141,127,74
250,0,0,141,127,74
251,0,0,141,125,74
252,0,0,141,127,74
253,0,0,141,126,74
254,0,0,141,126,74
255,0,0,141,126,74
256,0,0,141,126,74
257,0,0,141,126,74
258,0,0,141,126,74
259,0,0,141,126,74
260,0,0,141,126,74
261,0,0,141,126,75
262,0,0,141,126,74
263,0,0,141,126,75
264,0,0,141,126,74
265,0,0,142,126,74
266,0,0,141,126,74
267,0,0,141,124,74
268,0,0,141,126,74
269,0,0,141,125,74
270,0,0,141,126,74
271,0,0,141,124,74
272,0,0,141,125,74
273,0,0,141,125,74
274,0,0,141,125,74
275,0,0,141,125,75
276,0,0,141,125,74
277,0,0,141,125,74
278,0,0,141,125,74
279,0,0,141,125,74
280,0,0,142,125,74
281,0,0,142,125,74
282,0,0,141,125,74
283,0,0,141,123,73
284,0,0,142,124,74
285,0,0,142,125,74
286,0,0,141,125,74
287,0,0,142,125,74
288,0,0,141,124,74
289,0,0,142,124,74
290,0,0,142,124,74
291,0,0,141,124,74
292,0,0,141,124,74
293,0,0,141,124,74
294,0,0,142,124,74
295,0,0,142,124,74
296,0,0,142,123,73
297,0,0,141,124,74
298,0,0,141,124,74
299,0,0,142,123,73
300,0,0,142,124,74
301,0,0,142,124,74
302,0,0,142,124,74
303,0,0,141,124,74
304,0,0,141,124,74
305,0,0,141,123,74
306,0,0,141,124,74
307,0,0,141,123,74
308,0,0,141,124,74
309,0,0,142,123,74
310,0,0,141,123,74
311,0,0,142,123,74
312,0,0,141,123,74
313,0,0,142,123,74
314,0,0,142,123,74
315,0,0,142,121,73
316,0,0,142,123,74
317,0,0,141,123,74
318,0,0,142,123,74
319,0,0,141,123,74
320,0,0,142,122,74
321,0,0,142,123,74
322,0,0,142,121,72
323,0,0,142,123,73
324,0,0,142,123,74
325,0,0,142,123,74
326,0,0,142,123,73
327,0,0,141,123,74
328,0,0,142,123,74
329,0,0,142,123,74
330,0,0,142,122,73
331,0,0,142,120,74
332,0,0,142,122,73
333,0,0,142,122,74
334,0,0,142,122,73
335,0,0,142,122,74
336,0,0,142,122,73
337,0,0,142,122,74
338,0,0,142,122,73
339,0,0,142,122,74
340,0,0,141,122,73
341,0,0,142,124,74
342,0,0,142,122,74
343,0,0,142,122,74
344,0,0,142,122,74
345,0,0,142,122,74
346,0,0,142,120,73
347,0,0,142,120,73
348,0,0,142,121,74
349,0,0,142,122,74
350,0,0,142,122,74
351,0,0,142,122,74
352,0,0,142,122,74
353,0,0,142,121,73
354,0,0,142,122,74
355,0,0,142,121,73
356,0,0,142,120,74
357,0,0,142,121,73
358,0,0,142,122,74
359,0,0,142,121,73
360,0,0,142,121,74
361,0,0,142,121,73
362,0,0,142,121,74
363,0,0,142,120,72
364,0,0,142,121,74
365,0,0,142,121,73
366,0,0,142,121,74
367,0,0,142,121,74
368,0,0,142,121,74
369,0,0,142,121,73
370,0,0,142,121,74
371,0,0,142,121,74
372,0,0,142,121,74
373,0,0,142,120,72
374,0,0,142,121,74
375,0,0,142,121,73
376,0,0,142,121,74
377,0,0,142,121,73
378,0,0,142,121,74
379,0,0,142,120,72
380,0,0,142,121,73
381,0,0,142,121,73
382,0,0,142,121,74
383,0,0,142,121,73
384,0,0,142,121,73
385,0,0,142,121,73
386,0,0,142,120,74
387,0,0,142,121,74
388,0,0,142,121,73
389,0,0,142,120,74
390,0,0,142,121,74
391,0,0,142,120,74
392,0,850,142,120,73
393,0,841,142,120,73
394,0,840,142,120,73
395,0,835,142,120,72
396,0,836,142,121,74
397,0,834,142,121,73
398,0,840,142,120,73
399,0,841,142,121,73
400,0,851,142,121,74
401,0,92,142,122,73
402,0,28,142,122,73
403,0,16,142,122,73
404,0,10,142,121,72
405,0,7,142,122,73
406,0,5,142,122,73
407,0,3,142,122,73
408,0,4,142,122,73
409,0,3,142,122,73
410,0,2,142,122,73
411,0,2,142,121,73
412,0,2,142,122,73
413,0,2,142,122,74
414,0,1,142,122,73
415,0,1,142,122,74
416,0,0,142,122,73
417,0,0,142,122,74
418,0,0,142,122,73
419,0,0,142,122,73
420,0,0,142,122,73
421,0,0,142,122,74
422,0,0,142,122,73
423,0,0,142,121,73
424,0,0,142,121,73
425,0,0,142,122,73
426,0,0,142,122,73
427,0,0,142,120,73
428,0,0,142,122,73
429,0,0,142,122,74
430,0,0,142,120,73
431,0,0,142,122,73
432,0,0,142,121,73
433,0,0,142,122,73
434,0,1,142,121,74
435,0,0,142,122,74
436,0,0,142,121,73
437,0,2,142,121,74
438,0,0,142,121,73
439,0,0,142,121,73
440,0,0,142,122,73
441,0,0,142,121,73
442,0,0,142,121,74
443,0,0,142,120,73
444,0,0,142,122,73
445,0,0,142,121,73
446,0,0,142,121,73
447,0,0,142,121,73
448,0,0,142,121,73
449,0,0,142,120,72
450,0,0,142,121,74
451,0,0,142,121,73
452,0,0,142,120,73
453,0,0,142,121,73
454,0,0,142,121,73
455,0,0,142,121,73
456,0,0,142,121,73
457,0,0,142,121,73
458,0,0,142,121,73
459,0,0,142,119,72
460,0,0,142,121,73
461,0,0,142,121,73
462,0,0,142,121,73
463,0,0,142,122,73
464,0,0,142,121,73
465,0,0,142,121,73
466,0,0,142,121,73
467,0,0,142,121,73
468,0,0,142,121,73
469,0,0,142,121,73
470,0,0,142,120,73
471,0,0,142,120,73
472,0,0,142,120,73
473,0,0,142,120,73
474,0,0,142,119,72
475,0,0,142,120,73
476,0,0,142,121,73
477,0,0,142,120,73
478,0,0,142,120,73
479,0,0,142,120,73
480,0,0,142,120,73
481,0,0,142,120,73
482,0,0,142,120,73
483,0,0,142,120,73
484,0,0,142,120,73
485,0,0,142,120,73
486,0,0,142,120,73
487,0,0,142,120,73
488,0,0,142,120,73
489,0,0,142,120,73
490,0,0,142,120,72
491,0,0,142,118,73
492,0,0,142,120,73
493,0,0,142,120,73
494,0,0,142,120,73
495,0,0,142,120,73
496,0,0,142,120,73
497,0,0,142,120,73
498,0,0,142,120,73
499,0,0,142,120,73
500,0,0,142,119,72
501,0,0,142,119,73
502,0,0,142,120,73
503,0,0,142,120,73
504,0,0,142,119,73
505,0,0,142,120,73
506,0,0,142,120,73
507,0,0,142,118,72
508,0,0,142,119,72
509,0,0,142,120,73
510,0,0,142,119,73
511,0,0,142,120,73
512,0,0,142,119,72
513,0,0,142,119,73
514,0,0,142,120,73
515,0,0,142,119,73
516,0,0,142,119,73
517,0,0,142,119,73
518,0,0,142,119,73
519,0,0,142,119,73
520,0,0,142,119,73
521,0,0,142,119,73
522,0,0,142,119,73
523,0,0,142,118,72
524,0,0,142,119,73
525,0,0,142,119,72
526,0,0,142,118,72
527,0,0,142,119,72
528,0,0,142,119,73
529,0,0,142,119,73
530,0,0,142,118,73
531,0,0,142,119,72
532,0,0,142,119,73
533,0,0,142,119,72
534,0,0,142,119,73
535,0,0,142,119,73
536,0,0,142,119,73
537,0,0,142,119,72
538,0,0,142,119,73
539,0,0,142,118,72
540,0,0,142,119,73
541,0,0,142,119,72
542,0,0,142,119,73
543,0,0,142,119,72
544,0,0,142,119,73
545,0,0,142,119,73
546,0,0,142,119,73
547,0,0,142,119,72
548,0,0,142,119,73
549,0,0,142,119,73
550,0,0,142,119,73
551,0,0,142,117,71
552,0,0,142,119,72
553,0,0,142,118,73
554,0,0,142,119,73
555,0,0,142,118,72
556,0,0,142,119,72
557,0,0,142,118,73
558,0,0,142,119,73
559,0,0,142,119,73
560,0,0,142,119,73
561,0,0,142,118,73
562,0,0,142,119,73
563,0,0,142,118,73
564,0,0,142,119,73
565,0,0,142,119,73
566,0,0,142,118,73
567,0,0,142,118,73
568,0,0,142,118,72
569,0,0,142,118,73
570,0,0,142,118,72
571,0,0,142,117,72
572,0,0,142,118,72
573,0,0,142,118,73
574,0,0,142,118,72
575,0,0,142,118,73
576,0,0,142,118,72
577,0,0,142,117,72
578,0,0,142,118,73
579,0,0,142,119,73
580,0,0,142,119,73
581,0,0,142,118,73
582,0,0,142,118,72
583,0,0,142,119,73
584,0,0,142,118,72
585,0,0,142,118,73
586,0,0,142,118,72
587,0,0,142,117,72
588,0,0,142,118,72
589,0,0,142,118,73
590,0,0,142,118,72
591,0,0,142,118,73
592,0,0,142,118,72
593,0,0,142,118,73
594,0,0,142,118,72
595,0,0,142,118,73
596,0,0,142,118,72
597,0,0,142,118,73
598,0,0,142,118,73
599,0,0,142,118,73
600,0,0,142,118,72
601,0,0,142,118,73
602,0,0,142,117,72
603,0,0,142,118,73
604,0,0,142,118,73
605,0,0,142,118,73
606,0,0,142,118,73
607,0,0,142,117,73
608,0,0,142,118,72
609,0,0,142,118,72
610,0,0,142,118,72
611,0,0,142,118,72
612,0,0,142,118,72
613,0,0,142,118,72
614,0,0,142,118,72
615,0,0,142,118,72
616,0,0,142,118,73
617,0,0,143,118,72
618,0,0,142,118,72
619,0,0,142,118,72
620,0,0,143,118,73
621,0,0,143,118,72
622,0,0,142,118,72
623,0,0,143,118,72
624,0,0,142,118,72
625,0,0,143,118,72
626,0,0,143,118,72
627,0,0,142,118,72
628,0,0,142,116,72
629,0,0,142,118,72
630,0,0,142,118,73
631,0,0,143,117,72
632,0,2,143,117,73
633,0,0,142,118,72
634,0,0,142,117,73
635,0,0,143,116,71
636,0,0,143,116,72
637,0,0,142,117,72
638,0,0,142,117,72
639,0,0,142,118,72
640,0,0,142,117,72
641,0,0,143,117,73
642,0,0,142,117,72
643,0,0,142,117,73
644,0,0,143,117,72
645,0,0,143,117,72
646,0,0,143,117,73
647,0,0,143,117,72
648,0,0,143,117,72
649,0,0,143,117,72
650,0,0,142,117,73
651,0,0,142,115,71
652,0,0,142,117,72
653,0,0,142,117,72
654,0,0,142,116,72
655,0,0,142,117,72
656,0,0,142,117,72
657,0,0,143,117,72
658,0,0,143,117,72
659,0,0,142,119,72
660,0,0,143,117,72
661,0,0,143,117,72
662,0,0,143,117,72
663,0,0,143,117,72
664,0,0,143,117,72
665,0,0,143,116,72
666,0,0,143,117,72
667,0,0,142,116,72
668,0,0,143,117,72
669,0,0,142,117,72
670,0,0,143,117,72
671,0,0,143,117,72
672,0,0,143,117,72
673,0,0,143,117,72
674,0,0,143,117,72
675,0,0,143,117,72
676,0,0,143,117,72
677,0,0,142,117,72
678,0,0,143,117,72
679,0,0,143,116,71
680,0,0,143,117,72
681,0,0,143,117,72
682,0,0,143,117,72
683,0,0,143,116,71
684,0,0,143,117,72
685,0,0,143,117,72
686,0,0,143,117,72
687,0,0,143,117,72
688,0,0,143,117,72
689,0,0,143,117,72
690,0,0,143,117,72
691,0,0,143,117,72
692,0,0,143,117,72
693,0,0,143,117,72
694,0,0,143,117,72
695,0,0,143,119,71
696,0,0,143,117,72
697,0,0,143,117,72
698,0,0,143,116,72
699,0,0,143,115,72
700,0,0,143,117,72
701,0,0,143,117,72
702,0,0,143,117,72
703,0,0,143,117,72
704,0,0,143,117,72
705,0,0,143,115,71
706,0,0,143,117,72
707,0,0,143,116,72
708,0,0,143,117,72
709,0,0,143,117,72
710,0,0,143,117,72
711,0,0,143,117,72
712,0,0,143,117,72
713,0,0,143,117,72
714,0,0,143,116,72
715,0,0,143,115,72
716,0,0,143,117,72
717,0,0,143,116,72
718,0,0,143,116,72
719,0,0,143,116,72
720,0,0,143,116,72
721,0,0,143,116,72
722,0,0,143,116,72
723,0,0,143,118,72
724,0,0,143,117,72
725,0,0,143,116,71
726,0,0,143,116,72
727,0,0,143,116,72
728,0,0,143,116,72
729,0,0,143,116,72
730,0,0,143,115,71
731,0,0,143,116,72
732,0,0,143,116,72
733,0,0,143,116,72
734,0,0,143,116,72
735,0,0,143,116,72
736,0,0,143,116,71
737,0,0,143,116,72
738,0,0,143,116,71
739,0,0,143,116,72
740,0,0,143,116,71
741,0,0,143,116,72
742,0,0,143,116,72
743,0,0,143,116,72
744,0,0,143,116,72
745,0,0,143,116,72
746,0,0,143,116,72
747,0,0,143,115,71
748,0,0,143,117,71
749,0,0,143,116,72
750,0,0,143,116,72
751,0,0,143,116,72
752,0,0,143,116,72
753,0,0,143,116,72
754,0,0,143,116,72
755,0,0,143,116,72
756,0,0,143,115,71
757,0,0,143,116,72
758,0,0,143,116,71
759,0,0,143,116,72
760,0,0,143,116,72
761,0,0,143,116,72
762,0,0,143,116,72
763,0,0,143,115,71
764,0,0,143,116,72
765,0,0,143,116,72
766,0,0,143,116,71
767,0,0,143,116,72
768,0,0,143,116,71
769,0,0,143,116,72
770,0,0,143,116,72
771,0,0,143,116,72
772,0,0,143,115,72
773,0,0,143,116,72
774,0,0,143,116,72
775,0,0,143,116,72
776,0,0,143,116,72
777,0,0,143,116,71
778,0,0,143,116,72
779,0,0,143,115,71
780,0,0,143,116,72
781,0,0,143,116,71
782,0,0,143,114,71
783,0,0,143,116,71
784,0,0,143,116,72
785,0,0,143,114,72
786,0,0,143,116,72
787,0,0,143,116,71
788,0,0,143,116,72
789,0,0,143,116,71
790,0,0,143,116,72
791,0,0,143,116,71
792,0,0,143,116,72
793,0,0,143,116,71
794,0,0,143,116,72
795,0,0,143,114,71
796,0,0,143,116,72
797,0,0,143,116,71
798,0,0,143,116,72
799,0,0,143,116,71
800,0,0,143,116,72
801,0,0,143,116,71
802,0,0,143,116,72
803,0,0,143,115,72
804,0,0,143,116,72
805,0,0,143,116,72
806,0,0,143,116,72
807,0,0,143,114,70
808,0,0,143,116,72
809,0,0,143,116,71
810,0,0,143,116,72
811,0,0,143,114,71
812,0,0,143,116,72
813,0,0,143,115,72
814,0,0,143,116,72
815,0,0,143,116,72
816,0,0,143,116,72
817,0,1,143,115,72
818,0,0,143,116,72
819,0,0,143,115,72
820,0,0,143,115,72
821,0,0,143,116,72
822,0,0,143,116,71
823,0,0,143,116,72
824,0,0,143,116,71
825,0,0,143,115,72
826,0,0,143,116,71
827,0,0,143,114,71
828,0,0,143,116,71
829,0,0,143,116,71
830,0,0,143,116,71
831,0,0,143,116,72
832,0,0,143,115,71
833,0,0,143,114,71
834,0,0,143,115,71
835,0,0,143,115,71
836,0,0,143,115,71
837,0,0,143,116,72
838,0,0,143,115,72
839,0,0,143,115,71
840,0,0,143,115,71
841,0,0,143,116,72
842,0,0,143,115,71
843,0,0,143,114,71
844,0,0,143,115,71
845,0,0,143,116,72
846,0,0,143,115,71
847,0,0,143,115,72
848,0,0,143,115,71
849,0,0,143,115,72
850,0,0,143,116,71
851,0,0,143,115,71
852,0,0,143,115,71
853,0,0,143,115,71
854,0,0,143,115,72
855,0,0,143,115,71
856,0,0,143,115,71
857,0,0,143,115,71
858,0,0,143,114,71
859,0,0,143,115,71
860,0,0,143,115,71
861,0,0,143,115,72
862,0,0,143,116,71
863,0,0,143,115,72
864,0,0,143,115,71
865,0,0,143,115,71
866,0,0,143,115,71
867,0,0,143,115,71
868,0,0,143,115,71
869,0,0,143,115,71
870,0,1,143,115,71
871,0,0,143,116,71
872,0,0,143,115,71
873,0,0,143,116,71
874,0,0,143,115,72
875,0,0,143,114,70
876,0,0,143,115,71
877,0,0,143,115,71
878,0,0,143,115,71
879,0,0,143,116,71
880,0,1,143,115,71
881,0,0,143,115,71
882,0,0,143,115,71
883,0,0,143,115,71
884,0,0,143,114,70
885,0,0,143,115,71
886,0,0,143,115,71
887,0,0,143,115,71
888,0,0,143,115,72
889,0,0,143,115,71
890,0,0,143,115,71
891,0,0,143,114,70
892,0,0,143,115,71
893,0,0,143,115,71
894,0,0,143,115,71
895,0,0,143,115,71
896,0,0,143,115,71
897,0,0,143,115,71
898,0,0,143,115,71
899,0,0,143,115,71
900,0,0,143,115,71
901,0,0,143,115,71
902,0,0,143,115,71
903,0,0,143,115,71
904,0,0,143,115,71
905,0,0,143,115,71
906,0,0,143,115,71
907,0,0,143,114,70
908,0,0,143,115,71
909,0,0,143,115,71
910,0,0,143,114,70
911,0,0,143,115,71
912,0,0,143,115,71
913,0,0,143,115,71
914,0,0,143,115,71
915,0,0,143,115,71
916,0,0,143,115,71
917,0,0,143,115,71
918,0,0,143,115,71
919,0,0,143,115,71
920,0,0,143,115,71
921,0,0,143,114,71
922,0,0,143,115,71
923,0,0,143,114,70
924,0,0,143,115,71
925,0,0,143,115,71
926,0,0,143,115,71
927,0,0,143,115,71
928,0,0,143,115,71
929,0,0,143,115,71
930,0,0,143,115,71
931,0,0,143,115,71
932,0,0,143,114,71
933,0,0,143,115,72
934,0,0,143,115,71
935,0,0,143,114,70
936,0,0,143,115,71
937,0,0,143,115,71
938,0,0,143,115,71
939,0,0,143,113,70
940,0,0,143,115,71
941,0,0,143,115,71
942,0,0,143,115,71
943,0,0,143,115,71
944,0,0,143,117,71
945,0,0,143,115,71
946,0,0,143,115,71
947,0,0,143,115,71
948,0,0,143,115,71
949,0,0,143,115,71
950,0,0,143,115,71
951,0,0,143,115,71
952,0,0,143,115,71
953,0,0,143,114,71
954,0,0,143,115,71
955,0,0,143,114,70
956,0,0,143,115,71
957,0,0,143,115,71
958,0,0,143,115,71
959,0,0,143,115,71
960,0,0,143,115,71
961,0,0,143,113,70
962,0,0,143,115,71
963,0,0,143,115,71
964,0,0,143,115,71
965,0,0,143,115,71
966,0,0,143,115,71
967,0,0,143,115,71
968,0,0,143,115,71
969,0,0,143,113,70
970,0,0,143,115,71
971,0,0,143,114,71
972,0,0,143,115,71
973,0,0,143,115,71
974,0,0,143,114,71
975,0,0,143,115,71
976,0,0,143,114,71
977,0,0,143,114,71
978,0,0,143,115,71
979,0,0,143,115,71
980,0,0,143,115,71
981,0,0,143,115,70
982,0,0,143,114,71
983,0,0,143,114,72
984,0,0,143,115,71
985,0,0,143,114,71
986,0,0,143,113,70
987,0,0,143,114,71
988,0,0,143,114,71
989,0,0,143,114,71
990,0,0,143,114,72
991,0,0,143,114,71
992,0,0,143,114,72
993,0,0,143,114,71
994,0,0,143,113,71
995,0,0,143,114,71
996,0,0,143,114,70
997,0,0,143,114,71
998,0,0,143,114,70
999,0,0,143,113,70
1000,0,0,143,114,71
1001,0,0,143,114,71
1002,0,0,143,114,71
1003,0,0,143,113,70
1004,0,0,143,114,71
1005,0,0,143,114,71
1006,0,0,143,114,70
1007,0,0,143,114,71
1008,0,0,143,114,71
1009,0,0,143,114,71
1010,0,0,143,113,70
1011,0,0,143,113,70
1012,0,0,143,114,71
1013,0,0,143,114,71
1014,0,0,143,114,71
1015,0,0,143,114,71
1016,0,0,143,114,70
1017,0,0,143,114,71
1018,0,0,143,114,71
1019,0,0,143,113,70
1020,0,0,143,114,70
1021,0,0,143,114,71
1022,0,0,143,114,71
1023,0,0,143,114,70
1024,0,0,143,114,70
1025,0,0,143,114,71
1026,0,0,143,114,71
1027,0,0,143,114,70
1028,0,0,143,113,70
1029,0,0,143,114,70
1030,0,0,143,114,71
1031,0,0,143,113,70
1032,0,0,143,114,71
1033,0,0,143,114,70
1034,0,0,143,114,71
1035,0,0,143,114,71
1036,0,0,143,113,70
1037,0,0,143,114,70
1038,0,0,143,114,71
1039,0,0,143,114,70
1040,0,0,143,114,71
1041,0,0,143,114,70
1042,0,0,143,114,71
1043,0,0,143,114,71
1044,0,0,143,113,70
1045,0,0,143,114,71
1046,0,0,143,114,71
1047,0,0,143,114,70
1048,0,0,143,114,71
1049,0,0,143,114,71
1050,0,0,143,114,71
1051,0,0,143,113,69
1052,0,0,143,114,71
1053,0,0,143,114,70
1054,0,0,143,114,71
1055,0,0,143,114,70
1056,0,0,143,114,71
1057,0,0,143,114,70
1058,0,0,143,114,71
1059,0,0,143,114,71
1060,0,0,143,112,70
1061,0,0,143,114,70
1062,0,0,143,113,70
1063,0,0,143,114,70
1064,0,0,143,114,71
1065,0,0,143,115,71
1066,0,0,143,114,71
1067,0,0,143,113,70
1068,0,0,143,114,70
1069,0,0,143,114,71
1070,0,0,143,113,70
1071,0,0,143,114,71
1072,0,0,143,114,70
1073,0,0,143,114,71
1074,0,0,143,114,70
1075,0,0,143,114,71
1076,0,0,143,113,70
1077,0,0,143,114,71
1078,0,0,143,114,70
1079,0,0,143,114,71
1080,0,0,143,114,70
1081,0,0,143,114,71
1082,0,0,143,114,70
1083,0,0,143,114,71
1084,0,0,143,114,70
1085,0,0,143,114,71
1086,0,0,143,114,70
1087,0,0,143,114,71
1088,0,0,143,114,70
1089,0,0,143,114,70
1090,0,0,143,114,70
1091,0,0,143,114,71
1092,0,0,143,113,69
1093,0,0,143,114,71
1094,0,0,143,113,71
1095,0,0,143,114,71
1096,0,0,143,114,70
1097,0,0,143,114,71
1098,0,0,143,114,70
1099,0,0,143,112,70
1100,0,0,143,115,70
1101,0,0,143,114,70
1102,0,0,143,114,70
1103,0,0,143,114,71
1104,0,0,143,114,70
1105,0,0,143,114,71
1106,0,0,143,114,70
1107,0,0,143,114,70
1108,0,0,143,114,70
1109,0,0,143,112,70
1110,0,0,143,113,71
1111,0,0,143,114,71
1112,0,0,143,114,71
1113,0,0,143,114,70
1114,0,0,143,114,69
1115,0,0,143,112,70
1116,0,0,143,114,71
1117,0,0,143,114,70
1118,0,0,143,114,70
1119,0,0,143,114,70
1120,0,0,143,114,71
1121,0,0,143,114,70
1122,0,0,143,114,71
1123,0,0,143,114,70
1124,0,0,143,112,70
1125,0,0,143,114,70
1126,0,0,143,114,71
1127,0,0,143,114,70
1128,0,0,143,114,70
1129,0,0,143,114,70
1130,0,0,143,114,71
1131,0,0,143,112,69
1132,0,0,143,113,70
1133,0,0,143,114,70
1134,0,0,143,114,71
1135,0,0,143,114,70
1136,0,0,143,114,71
1137,0,0,143,113,70
1138,0,0,143,114,71
1139,0,0,143,113,70
1140,0,0,143,112,70
1141,0,0,143,113,70
1142,0,0,143,113,70
1143,0,0,143,113,69
1144,0,0,143,113,71
1145,0,0,143,113,70
1146,0,0,143,113,70
1147,0,0,143,112,69
1148,0,0,143,113,71
1149,0,0,143,114,70
