millis/1000,sens0,sens1,sens2,sens3,sens4
394,0,0,149,111,72
395,0,0,149,110,71
396,0,0,149,111,72
397,0,0,149,111,72
398,0,0,149,112,72
399,0,0,149,111,72
400,0,0,149,111,72
401,0,0,149,111,72
402,0,0,149,110,71
403,0,0,149,111,72
404,0,0,149,111,71
405,0,0,149,111,72
406,0,0,149,111,72
407,0,0,149,111,72
408,0,0,149,111,72
409,0,0,149,111,72
410,0,0,149,111,72
411,0,0,149,110,71
412,0,0,149,111,71
413,0,0,149,111,72
414,0,0,149,111,72
415,0,0,149,110,71
416,0,0,149,111,72
417,0,0,149,112,72
418,0,0,149,111,72
419,0,0,149,111,72
420,0,0,149,111,72
421,0,0,149,111,72
422,0,0,149,110,71
423,0,0,149,111,72
424,0,0,149,112,72
425,0,0,149,111,72
426,0,0,149,111,72
427,0,0,149,110,71
428,0,0,149,111,72
429,0,0,149,112,72
430,0,0,149,111,72
431,0,0,149,111,72
432,0,0,149,111,72
433,0,0,149,111,72
434,0,0,149,110,71
435,0,0,149,111,72
436,0,0,149,111,72
437,0,0,149,112,72
438,0,0,149,111,72
439,0,0,149,111,72
440,0,0,149,111,72
441,0,0,149,110,71
442,0,0,149,111,72
443,0,0,149,111,72
444,0,0,149,111,72
445,0,0,149,110,71
446,0,0,149,111,72
447,0,0,149,111,72
448,0,0,149,111,72
449,0,0,149,111,71
450,0,0,149,112,73
451,0,0,149,111,71
452,0,0,149,111,72
453,0,0,149,111,72
454,0,0,149,112,72
455,0,0,149,111,72
456,0,0,149,111,72
457,0,0,149,111,72
458,0,0,149,112,72
459,0,0,149,110,71
460,0,0,149,111,72
461,0,0,149,111,71
462,0,0,149,111,72
463,0,0,149,111,72
464,0,0,149,111,71
465,0,0,149,111,72
466,0,0,149,111,72
467,0,0,149,110,71
468,0,0,149,111,72
469,0,0,149,111,72
470,0,0,149,111,71
471,0,0,149,111,72
472,0,0,149,111,72
473,0,0,149,111,72
474,0,0,149,111,72
475,0,0,149,111,72
476,0,0,149,110,71
477,0,0,149,111,72
478,0,0,149,111,72
479,0,0,149,111,72
480,0,0,149,111,72
481,0,0,149,111,71
482,0,0,149,111,72
483,0,0,149,111,72
484,0,0,149,111,72
485,0,0,149,111,72
486,0,0,149,111,72
487,0,0,149,112,72
488,0,0,149,111,71
489,0,0,149,111,72
490,0,0,149,111,71
491,0,0,149,111,72
492,0,0,149,110,71
493,0,0,149,111,72
494,0,0,149,111,72
495,0,0,149,111,72
496,0,0,149,111,72
497,0,0,149,111,72
498,0,0,149,111,71
499,0,0,149,111,72
500,0,0,149,111,72
501,0,0,149,111,72
502,0,0,149,112,71
503,0,0,149,111,72
504,0,0,149,111,71
505,0,0,149,111,72
506,0,0,149,111,72
507,0,0,149,110,71
508,0,0,149,111,72
509,0,0,149,111,72
510,0,0,149,111,71
511,0,0,149,111,72
512,0,0,149,111,71
513,0,0,149,111,72
514,0,0,149,111,72
515,0,0,149,111,72
516,0,0,149,113,75
517,0,0,149,111,72
518,0,0,149,110,71
519,0,0,149,111,72
520,0,0,149,111,72
521,0,0,149,111,71
522,0,0,149,111,72
523,0,0,149,110,71
524,0,0,149,111,72
525,0,0,149,111,72
526,0,0,149,111,72
527,0,0,149,111,72
528,0,0,149,112,72
529,0,0,149,111,72
530,0,0,149,111,72
531,0,0,149,111,72
532,0,0,149,111,72
533,0,0,149,111,71
534,0,0,149,111,72
535,0,0,149,112,72
536,0,0,149,111,72
537,0,0,149,110,71
538,0,0,149,111,72
539,0,0,149,111,72
540,0,0,149,111,72
541,0,0,149,111,71
542,0,0,149,111,72
543,0,0,149,110,70
544,0,0,149,111,72
545,0,0,149,111,72
546,0,0,149,110,71
547,0,0,149,111,71
548,0,0,149,110,71
549,0,0,149,111,72
550,0,0,149,111,72
551,0,0,149,111,71
552,0,0,149,111,72
553,0,0,149,111,71
554,0,0,149,111,72
555,0,0,149,110,71
556,0,0,149,111,72
557,0,0,148,113,72
558,0,0,149,111,72
559,0,0,149,111,72
560,0,0,149,111,72
561,0,0,149,111,72
562,0,0,149,111,72
563,0,0,149,111,72
564,0,0,149,111,72
565,0,0,149,111,72
566,0,0,149,111,73
567,0,0,149,111,72
568,0,0,149,111,71
569,0,0,149,110,71
570,0,0,149,111,72
571,0,0,149,111,72
572,0,0,149,111,72
573,0,0,149,111,72
574,0,0,149,111,71
575,0,0,149,111,72
576,0,0,149,111,72
577,0,0,149,111,72
578,0,0,149,111,71
579,0,0,149,110,71
580,0,0,149,111,71
581,0,0,149,111,72
582,0,0,149,111,72
583,0,0,149,111,72
584,0,0,149,112,71
585,0,0,149,112,72
586,0,0,149,111,71
587,0,0,149,110,71
588,0,0,149,111,71
589,0,0,149,111,72
590,0,0,149,111,72
591,0,0,149,111,72
592,0,0,149,111,71
593,0,0,149,111,74
594,0,0,149,111,71
595,0,0,149,110,71
596,0,0,149,111,71
597,0,0,149,111,72
598,0,0,149,111,72
599,0,0,149,111,72
600,0,0,149,111,72
601,0,0,149,111,72
602,0,0,149,111,72
603,0,0,149,110,71
604,0,0,149,111,72
605,0,0,149,111,72
606,0,0,149,111,72
607,0,0,149,111,71
608,0,0,149,111,72
609,0,0,149,111,71
610,0,0,149,111,72
611,0,0,149,110,71
612,0,0,149,111,72
613,0,0,149,111,71
614,0,0,149,111,72
615,0,0,149,111,71
616,0,0,149,111,72
617,0,0,149,111,71
618,0,0,149,111,72
619,0,0,149,112,71
620,0,0,149,110,70
621,0,0,149,111,71
622,0,0,149,111,72
623,0,0,149,111,71
624,0,0,149,111,72
625,0,0,149,111,71
626,0,0,149,111,72
627,0,0,149,111,71
628,0,0,149,111,72
629,0,0,149,111,72
630,0,0,149,111,72
631,0,0,149,111,71
632,0,0,149,111,72
633,0,0,149,111,71
634,0,0,149,111,72
635,0,0,149,110,70
636,0,0,149,111,72
637,0,0,149,111,71
638,0,0,149,111,72
639,0,0,149,111,71
640,0,0,149,111,71
641,0,0,149,111,72
642,0,0,149,110,71
643,0,0,149,111,72
644,0,0,149,111,72
645,0,0,149,111,72
646,0,0,149,110,71
647,0,0,149,111,72
648,0,0,149,111,72
649,0,0,149,111,72
650,0,0,149,111,72
651,0,0,149,110,71
652,0,0,149,111,71
653,0,0,149,111,71
654,0,0,149,110,71
655,0,0,149,111,72
656,0,0,149,111,71
657,0,0,149,111,72
658,0,0,149,111,71
659,0,0,149,111,72
660,0,0,149,111,71
661,0,0,149,111,72
662,0,0,148,111,71
663,0,0,149,111,71
664,0,0,149,111,71
665,0,0,149,111,72
666,0,0,149,111,71
667,0,0,149,110,71
668,0,0,149,111,71
669,0,0,149,111,71
670,0,0,149,111,71
671,0,0,149,110,71
672,0,0,149,111,71
673,0,0,149,111,72
674,0,0,149,111,71
675,0,0,149,111,72
676,0,0,149,111,71
677,0,0,149,109,72
678,0,0,149,111,71
679,0,0,149,111,72
680,0,0,149,111,71
681,0,0,149,111,72
682,0,0,149,111,71
683,0,0,149,110,71
684,0,0,149,111,72
685,0,0,149,111,74
686,0,0,149,110,71
687,0,0,149,112,72
688,0,0,149,111,72
689,0,0,149,111,72
690,0,0,149,111,72
691,0,0,149,111,72
692,0,0,149,111,71
693,0,0,149,111,72
694,0,0,149,111,72
695,0,0,149,111,72
696,0,0,149,111,72
697,0,0,149,110,71
698,0,0,149,112,72
699,0,0,149,111,71
700,0,0,149,111,72
701,0,0,149,111,71
702,0,0,149,111,72
703,0,0,149,111,71
704,0,0,149,113,72
705,0,0,149,111,71
706,0,0,149,111,71
707,0,0,149,110,71
708,0,0,149,111,71
709,0,0,149,112,71
710,0,0,149,111,71
711,0,0,149,111,71
712,0,0,149,111,72
713,0,0,149,111,71
714,0,0,149,111,72
715,0,0,149,110,70
716,0,0,149,111,72
717,0,0,149,112,72
718,0,0,149,111,71
719,0,0,149,111,71
720,0,0,149,111,71
721,0,0,149,111,71
722,0,0,149,111,72
723,0,0,149,110,70
724,0,0,149,111,72
725,0,0,149,111,71
726,0,0,149,111,71
727,0,0,149,111,72
728,0,0,149,110,71
729,0,0,149,111,72
730,0,0,149,111,72
731,0,0,149,110,71
732,0,0,149,111,72
733,0,0,149,112,71
734,0,0,149,111,72
735,0,0,149,111,72
736,0,0,149,111,71
737,0,0,148,112,72
738,0,0,149,111,71
739,0,0,149,111,72
740,0,0,149,111,72
741,0,0,149,111,72
742,0,0,149,111,71
743,0,0,149,111,72
744,0,0,149,111,71
745,0,0,149,111,72
746,0,0,149,111,72
747,0,0,149,111,72
748,0,0,149,110,70
749,0,0,149,111,72
750,0,0,149,111,71
751,0,0,149,111,72
752,0,0,149,111,71
753,0,0,149,111,71
754,0,0,149,111,71
755,0,0,149,111,71
756,0,0,149,111,71
757,0,0,149,111,71
758,0,0,148,112,71
759,0,0,149,111,72
760,0,0,149,111,71
761,0,0,149,111,72
762,0,0,149,111,71
763,0,0,149,110,71
764,0,0,148,111,71
765,0,0,149,111,71
766,0,0,149,111,71
767,0,0,149,111,70
768,0,0,149,111,71
769,0,0,149,111,71
770,0,0,149,111,72
771,0,0,149,111,72
772,0,0,149,111,71
773,0,0,149,111,72
774,0,0,149,110,71
775,0,0,149,111,72
776,0,0,149,111,72
777,0,0,149,111,71
778,0,0,149,111,71
779,0,0,149,110,71
780,0,0,149,111,71
781,0,0,149,111,71
782,0,0,149,112,72
783,0,0,149,111,71
784,0,0,149,111,72
785,0,0,149,111,71
786,0,0,149,111,71
787,0,0,149,111,71
788,0,0,149,111,72
789,0,0,149,111,71
790,0,0,149,110,71
791,0,0,149,111,71
792,0,0,149,111,72
793,0,0,149,111,71
794,0,0,149,111,72
795,0,0,149,110,70
796,0,0,149,111,71
797,0,0,149,111,71
798,0,0,149,111,72
799,0,0,149,110,70
800,0,0,149,111,71
801,0,0,149,111,71
802,0,0,149,111,72
803,0,0,149,111,71
804,0,0,149,111,72
805,0,0,149,111,71
806,0,0,149,111,71
807,0,0,149,111,71
808,0,0,149,111,72
809,0,0,149,111,71
810,0,0,149,111,71
811,0,0,149,110,71
812,0,0,149,111,72
813,0,0,148,111,71
814,0,0,148,111,71
815,0,0,149,111,72
816,0,0,149,111,71
817,0,0,149,111,72
818,0,0,149,111,71
819,0,0,149,111,71
820,0,0,149,111,71
821,0,0,149,111,71
822,0,0,149,110,71
823,0,0,149,110,72
824,0,0,149,111,71
825,0,0,149,110,71
826,0,0,149,111,71
827,0,0,149,111,71
828,0,0,149,111,71
829,0,0,149,111,71
830,0,0,149,111,71
831,0,0,149,112,71
832,0,0,148,111,71
833,0,0,149,111,71
834,0,0,149,111,71
835,0,0,149,111,71
836,0,0,149,111,71
837,0,0,149,111,71
838,0,0,149,111,71
839,0,0,149,111,72
840,0,0,149,111,71
841,0,0,149,111,71
842,0,0,149,111,71
843,0,0,149,110,71
844,0,0,149,111,71
845,0,0,149,111,71
846,0,0,149,111,71
847,0,0,149,111,71
848,0,0,148,111,71
849,0,0,149,111,72
850,0,0,149,111,71
851,0,0,148,110,70
852,0,0,149,111,71
853,0,0,148,111,72
854,0,0,149,110,71
855,0,0,149,111,71
856,0,0,149,111,71
857,0,0,148,111,71
858,0,0,149,111,71
859,0,0,149,110,71
860,0,0,149,111,71
861,0,0,149,111,72
862,0,0,148,111,71
863,0,0,149,111,72
864,0,0,148,111,71
865,0,0,148,111,71
866,0,0,148,111,71
867,0,0,149,111,71
868,0,0,148,111,71
869,0,0,148,111,71
870,0,0,148,111,71
871,0,0,149,111,71
872,0,0,148,111,71
873,0,0,148,111,71
874,0,0,148,111,71
875,0,0,149,111,71
876,0,0,148,110,70
877,0,0,148,111,71
878,0,0,149,111,71
879,0,0,149,111,71
880,0,0,149,111,71
881,0,0,148,111,71
882,0,0,149,111,71
883,0,0,148,111,71
884,0,0,149,111,71
885,0,0,149,111,71
886,0,0,148,111,71
887,0,0,149,111,71
888,0,0,149,111,71
889,0,0,149,111,71
890,0,0,148,111,72
891,0,0,149,110,70
892,0,0,149,111,71
893,0,0,149,113,71
894,0,0,149,111,71
895,0,0,148,111,71
896,0,0,149,111,71
897,0,0,148,111,71
898,0,0,148,111,71
899,0,0,148,111,72
900,0,0,149,113,71
901,0,0,149,111,71
902,0,0,149,110,70
903,0,0,148,112,71
904,0,0,148,111,71
905,0,0,148,111,71
906,0,0,149,111,71
907,0,0,148,110,71
908,0,0,149,111,71
909,0,0,148,111,71
910,0,0,149,111,71
911,0,0,148,111,71
912,0,0,149,111,71
913,0,0,148,111,71
914,0,0,149,111,71
915,0,0,149,111,71
916,0,0,148,111,71
917,0,0,148,111,71
918,0,0,148,111,71
919,0,0,148,111,71
920,0,0,149,111,71
921,0,0,148,111,71
922,0,0,149,111,71
923,0,0,149,110,70
924,0,0,149,111,71
925,0,0,148,111,71
926,0,0,148,111,71
927,0,0,148,110,70
928,0,0,148,111,71
929,0,0,148,111,71
930,0,0,148,110,71
931,0,0,149,111,71
932,0,0,149,111,71
933,0,0,148,111,71
934,0,0,148,111,71
935,0,0,148,111,71
936,0,0,149,111,71
937,0,0,148,111,71
938,0,0,148,111,71
939,0,0,148,110,70
940,0,0,148,111,71
941,0,0,149,111,71
942,0,0,148,111,71
943,0,0,148,111,71
944,0,0,148,111,71
945,0,0,148,111,71
946,0,0,148,111,71
947,0,0,148,111,71
948,0,0,149,111,71
949,0,0,148,111,71
950,0,0,148,111,71
951,0,0,148,111,71
952,0,0,148,111,71
953,0,0,148,110,70
954,0,0,148,111,71
955,0,0,149,111,71
956,0,0,148,111,71
957,0,0,149,111,71
958,0,0,148,111,71
959,0,0,148,111,71
960,0,0,148,111,71
961,0,0,148,111,71
962,0,0,148,111,72
963,0,0,148,111,71
964,0,0,148,111,72
965,0,0,148,111,71
966,0,0,149,111,71
967,0,0,148,111,71
968,0,0,148,111,71
969,0,0,148,111,71
970,0,0,148,111,71
971,0,0,148,110,70
972,0,0,148,111,71
973,0,0,148,111,71
974,0,0,148,111,71
975,0,0,148,111,71
976,0,0,148,112,72
977,0,0,148,111,71
978,0,0,148,111,71
979,0,0,148,110,70
980,0,0,148,111,71
981,0,0,148,111,71
982,0,0,148,111,71
983,0,0,148,110,71
984,0,0,148,111,71
985,0,0,148,113,71
986,0,0,148,111,71
987,0,0,148,110,70
988,0,0,148,111,71
989,0,0,148,111,71
990,0,0,148,111,71
991,0,0,148,111,71
992,0,0,148,111,71
993,0,0,149,111,71
994,0,0,148,111,71
995,0,0,148,111,72
996,0,0,149,111,71
997,0,0,148,111,71
998,0,0,149,111,71
999,0,0,148,111,71
1000,0,0,148,111,71
1001,0,0,148,111,71
1002,0,0,148,111,71
1003,0,0,148,111,71
1004,0,0,148,110,70
1005,0,0,149,112,71
1006,0,0,148,111,71
1007,0,0,148,111,71
1008,0,0,148,111,71
1009,0,0,148,111,71
1010,0,0,149,110,70
1011,0,0,148,111,71
1012,0,0,148,110,70
1013,0,0,148,111,71
1014,0,0,148,111,71
1015,0,0,148,111,71
1016,0,0,148,111,71
1017,0,0,148,111,71
1018,0,0,148,111,71
1019,0,0,148,110,70
1020,0,0,148,112,71
1021,0,0,148,111,71
1022,0,0,148,111,71
1023,0,0,148,111,71
1024,0,0,148,111,71
1025,0,0,148,111,71
1026,0,0,148,111,71
1027,0,0,148,111,71
1028,0,0,148,110,70
1029,0,0,148,111,71
1030,0,0,148,111,71
1031,0,0,148,111,71
1032,0,0,148,112,71
1033,0,0,148,111,71
1034,0,0,148,111,71
1035,0,0,148,110,70
1036,0,0,148,111,71
1037,0,0,148,111,71
1038,0,0,148,111,71
1039,0,0,148,111,71
1040,0,0,148,111,71
1041,0,0,148,111,71
1042,0,0,148,111,71
1043,0,0,148,111,71
1044,0,0,148,110,70
1045,0,0,148,111,71
1046,0,0,148,111,71
1047,0,0,148,111,70
1048,0,0,148,111,71
1049,0,0,148,111,70
1050,0,0,148,111,71
1051,0,0,148,111,71
1052,0,0,148,111,71
1053,0,0,148,112,71
1054,0,0,148,111,71
1055,0,0,148,111,71
1056,0,0,148,111,71
1057,0,0,148,111,71
1058,0,0,148,111,71
1059,0,1,149,110,70
1060,0,0,148,110,70
1061,0,0,148,111,71
1062,0,0,148,111,71
1063,0,0,148,111,71
1064,0,0,148,111,71
1065,0,0,148,111,70
1066,0,0,148,111,72
1067,0,0,148,110,70
1068,0,0,148,110,71
1069,0,0,148,111,71
1070,0,0,148,111,71
1071,0,0,149,110,71
1072,0,0,148,111,71
1073,0,0,148,111,71
1074,0,0,148,111,70
1075,0,0,148,111,71
1076,0,0,149,111,71
1077,0,0,148,109,70
1078,0,0,148,111,71
1079,0,0,148,111,71
1080,0,0,148,111,71
1081,0,0,148,111,71
1082,0,0,149,111,70
1083,0,0,148,110,71
1084,0,0,148,111,71
1085,0,0,148,111,71
1086,0,0,148,111,70
1087,0,0,148,111,71
1088,0,0,148,111,71
1089,0,0,148,111,71
1090,0,0,148,111,71
1091,0,0,148,111,71
1092,0,0,149,110,70
1093,0,0,148,111,71
1094,0,0,148,111,70
1095,0,0,148,111,71
1096,0,0,148,110,71
1097,0,0,148,110,71
1098,0,0,148,111,71
1099,0,0,148,110,70
1100,0,0,148,111,71
1101,0,0,148,111,73
1102,0,0,148,110,70
1103,0,0,148,111,71
1104,0,1,148,110,71
1105,0,0,148,111,72
1106,0,0,148,111,71
1107,0,0,148,111,71
1108,0,0,148,110,70
1109,0,0,148,111,71
1110,0,0,148,111,71
1111,0,0,148,111,71
1112,0,0,148,111,71
1113,0,0,148,112,72
1114,0,0,148,111,71
1115,0,0,148,110,70
1116,0,0,148,111,71
1117,0,0,149,111,70
1118,0,0,149,111,71
1119,0,0,148,111,71
1120,0,0,148,111,71
1121,0,0,148,111,71
1122,0,0,148,111,71
1123,0,0,148,111,71
1124,0,0,148,113,71
1125,0,0,148,111,71
1126,0,0,148,111,71
1127,0,0,148,111,71
1128,0,0,148,111,71
1129,0,0,148,111,71
1130,0,0,148,111,71
1131,0,0,148,110,70
1132,0,0,148,111,71
1133,0,0,148,111,71
1134,0,0,148,111,71
1135,0,0,148,111,71
1136,0,0,148,111,71
1137,0,0,148,111,71
1138,0,0,148,111,71
1139,0,0,148,111,70
1140,0,0,148,110,70
1141,0,0,148,111,71
1142,0,0,148,111,71
1143,0,0,148,111,71
1144,0,0,148,111,70
1145,0,0,148,111,71
1146,0,0,148,111,71
1147,0,0,148,110,70
1148,0,0,148,111,71
1149,0,0,148,111,71
