millis/1000,sens0,sens1,sens2,sens3,sens4
1,0,0,146,119,73
2,0,0,145,119,71
3,0,9,145,117,74
4,0,0,146,118,72
5,0,0,146,117,74
6,0,2,146,118,74
7,0,0,146,120,75
8,0,0,146,118,73
9,0,0,146,120,74
10,0,0,146,118,74
11,0,8,146,114,75
12,0,0,146,119,75
